Entity,Code,Year,Decadal average surface temperature
Norway,NOR,1950,-1.096265
Norway,NOR,1960,-1.860837
Norway,NOR,1970,-0.57667243
Norway,NOR,1980,-0.50840986
Norway,NOR,1990,0.25962645
Norway,NOR,2000,1.0633605
Norway,NOR,2010,1.209649
Oman,OMN,1940,26.965103
Oman,OMN,1950,26.86919
Oman,OMN,1960,26.868683
Oman,OMN,1970,27.00286
Oman,OMN,1980,27.469364
Oman,OMN,1990,27.727238
Oman,OMN,2000,27.837887
Oman,OMN,2010,28.078476
Pakistan,PAK,1940,20.214596
Pakistan,PAK,1950,19.643005
Pakistan,PAK,1960,19.710043
Pakistan,PAK,1970,19.809265
Pakistan,PAK,1980,19.980251
Pakistan,PAK,1990,19.973194
Pakistan,PAK,2000,20.654444
Pakistan,PAK,2010,20.65483
Palestine,PSE,1940,19.298038
Palestine,PSE,1950,19.365393
Palestine,PSE,1960,19.602932
Palestine,PSE,1970,19.29081
Palestine,PSE,1980,19.105715
Palestine,PSE,1990,19.644619
Palestine,PSE,2000,20.2345
Palestine,PSE,2010,20.820864
Panama,PAN,1940,23.75095
Panama,PAN,1950,24.36077
Panama,PAN,1960,24.340557
Panama,PAN,1970,24.333677
Panama,PAN,1980,24.425936
Panama,PAN,1990,24.549475
Panama,PAN,2000,24.823511
Panama,PAN,2010,25.24364
Papua New Guinea,PNG,1940,22.316422
Papua New Guinea,PNG,1950,22.772781
Papua New Guinea,PNG,1960,22.52277
Papua New Guinea,PNG,1970,22.786821
Papua New Guinea,PNG,1980,23.098866
Papua New Guinea,PNG,1990,23.27718
Papua New Guinea,PNG,2000,23.436758
Papua New Guinea,PNG,2010,23.652632
Paraguay,PRY,1940,23.278719
Paraguay,PRY,1950,22.842945
Paraguay,PRY,1960,23.388075
Paraguay,PRY,1970,23.318188
Paraguay,PRY,1980,23.233639
Paraguay,PRY,1990,23.53075
Paraguay,PRY,2000,23.938923
Paraguay,PRY,2010,24.079714
Peru,PER,1940,17.697071
Peru,PER,1950,17.742525
Peru,PER,1960,18.160826
Peru,PER,1970,18.106897
Peru,PER,1980,18.369377
Peru,PER,1990,18.620424
Peru,PER,2000,18.69392
Peru,PER,2010,18.981049
Philippines,PHL,1940,24.413235
Philippines,PHL,1950,25.163204
Philippines,PHL,1960,25.057428
Philippines,PHL,1970,25.338633
Philippines,PHL,1980,25.533295
Philippines,PHL,1990,25.644482
Philippines,PHL,2000,25.872112
Philippines,PHL,2010,26.156918
Poland,POL,1940,7.1831827
Poland,POL,1950,7.5615463
Poland,POL,1960,7.536219
Poland,POL,1970,7.7329345
Poland,POL,1980,7.7267556
Poland,POL,1990,8.218277
Poland,POL,2000,8.80923
Poland,POL,2010,9.129764
Portugal,PRT,1940,14.988546
Portugal,PRT,1950,14.629248
Portugal,PRT,1960,14.739261
Portugal,PRT,1970,14.091321
Portugal,PRT,1980,14.961395
Portugal,PRT,1990,15.244693
Portugal,PRT,2000,15.271246
Portugal,PRT,2010,15.457403
Puerto Rico,PRI,1940,24.35506
Puerto Rico,PRI,1950,24.579718
Puerto Rico,PRI,1960,24.758953
Puerto Rico,PRI,1970,24.959913
Puerto Rico,PRI,1980,24.952923
Puerto Rico,PRI,1990,25.035374
Puerto Rico,PRI,2000,25.204979
Puerto Rico,PRI,2010,25.434956
Qatar,QAT,1940,26.373072
Qatar,QAT,1950,26.507477
Qatar,QAT,1960,26.493479
Qatar,QAT,1970,26.291437
Qatar,QAT,1980,26.520172
Qatar,QAT,1990,26.867588
Qatar,QAT,2000,27.61359
Qatar,QAT,2010,27.840199
Romania,ROU,1940,8.765942
Romania,ROU,1950,8.969385
Romania,ROU,1960,9.146043
Romania,ROU,1970,9.0258665
Romania,ROU,1980,8.950012
Romania,ROU,1990,9.350084
Romania,ROU,2000,10.01491
Romania,ROU,2010,10.506855
Russia,RUS,1940,-4.6842384
Russia,RUS,1950,-4.9069724
Russia,RUS,1960,-5.013484
Russia,RUS,1970,-4.8890586
Russia,RUS,1980,-4.4259295
Russia,RUS,1990,-4.0894866
Russia,RUS,2000,-3.6105373
Russia,RUS,2010,-3.1009653
Rwanda,RWA,1940,18.789606
Rwanda,RWA,1950,18.483356
Rwanda,RWA,1960,18.346148
Rwanda,RWA,1970,18.402828
Rwanda,RWA,1980,18.96521
Rwanda,RWA,1990,19.088932
Rwanda,RWA,2000,19.28834
Rwanda,RWA,2010,19.729239
Saint Helena,SHN,1940,21.052214
Saint Helena,SHN,1950,20.84473
Saint Helena,SHN,1960,21.096127
Saint Helena,SHN,1970,21.133968
Saint Helena,SHN,1980,21.324173
Saint Helena,SHN,1990,21.23758
Saint Helena,SHN,2000,21.35301
Saint Helena,SHN,2010,21.476273
Saint Vincent and the Grenadines,VCT,1940,25.94313
Saint Vincent and the Grenadines,VCT,1950,25.962292
Saint Vincent and the Grenadines,VCT,1960,26.075861
Saint Vincent and the Grenadines,VCT,1970,25.939259
Saint Vincent and the Grenadines,VCT,1980,26.007263
Saint Vincent and the Grenadines,VCT,1990,26.22565
Saint Vincent and the Grenadines,VCT,2000,26.401236
Saint Vincent and the Grenadines,VCT,2010,26.532293
Samoa,WSM,1940,24.862959
Samoa,WSM,1950,24.847996
Samoa,WSM,1960,24.955217
Samoa,WSM,1970,24.88559
Samoa,WSM,1980,24.970821
Samoa,WSM,1990,25.142174
Samoa,WSM,2000,25.24137
Samoa,WSM,2010,25.395306
Sao Tome and Principe,STP,1940,24.922346
Sao Tome and Principe,STP,1950,24.832077
Sao Tome and Principe,STP,1960,25.148014
Sao Tome and Principe,STP,1970,25.035784
Sao Tome and Principe,STP,1980,25.388243
Sao Tome and Principe,STP,1990,25.592308
Sao Tome and Principe,STP,2000,25.592121
Sao Tome and Principe,STP,2010,25.640163
Saudi Arabia,SAU,1940,23.90264
Saudi Arabia,SAU,1950,24.031256
Saudi Arabia,SAU,1960,24.27311
Saudi Arabia,SAU,1970,24.447498
Saudi Arabia,SAU,1980,24.912344
Saudi Arabia,SAU,1990,25.35607
Saudi Arabia,SAU,2000,25.983622
Saudi Arabia,SAU,2010,26.516712
Senegal,SEN,1940,27.648798
Senegal,SEN,1950,27.337128
Senegal,SEN,1960,27.479528
Senegal,SEN,1970,27.941494
Senegal,SEN,1980,28.361938
Senegal,SEN,1990,28.57554
Senegal,SEN,2000,28.685171
Senegal,SEN,2010,28.886295
Serbia,SRB,1940,9.855458
Serbia,SRB,1950,10.402141
Serbia,SRB,1960,10.302889
Serbia,SRB,1970,10.197615
Serbia,SRB,1980,10.266539
Serbia,SRB,1990,10.600134
Serbia,SRB,2000,11.193878
Serbia,SRB,2010,11.6519
Seychelles,SYC,1940,25.912409
Seychelles,SYC,1950,25.903126
Seychelles,SYC,1960,26.051533
Seychelles,SYC,1970,26.04837
Seychelles,SYC,1980,26.200008
Seychelles,SYC,1990,26.33205
Seychelles,SYC,2000,26.37062
Seychelles,SYC,2010,26.560205
Sierra Leone,SLE,1940,24.851812
Sierra Leone,SLE,1950,24.843342
Sierra Leone,SLE,1960,25.200947
Sierra Leone,SLE,1970,25.37929
Sierra Leone,SLE,1980,25.630991
Sierra Leone,SLE,1990,25.53034
Sierra Leone,SLE,2000,25.672977
Sierra Leone,SLE,2010,25.883114
Slovakia,SVK,1940,6.8848658
Slovakia,SVK,1950,7.411892
Slovakia,SVK,1960,7.422845
Slovakia,SVK,1970,7.607998
Slovakia,SVK,1980,7.5467086
Slovakia,SVK,1990,8.017218
Slovakia,SVK,2000,8.648619
Slovakia,SVK,2010,9.202675
Slovenia,SVN,1940,8.3538265
Slovenia,SVN,1950,9.003397
Slovenia,SVN,1960,8.822199
Slovenia,SVN,1970,8.913399
Slovenia,SVN,1980,8.936154
Slovenia,SVN,1990,9.626803
Slovenia,SVN,2000,10.16873
Slovenia,SVN,2010,10.666745
Solomon Islands,SLB,1940,25.404947
Solomon Islands,SLB,1950,25.710535
Solomon Islands,SLB,1960,25.523472
Solomon Islands,SLB,1970,25.670609
Solomon Islands,SLB,1980,25.737545
Solomon Islands,SLB,1990,25.79748
Solomon Islands,SLB,2000,25.955576
Solomon Islands,SLB,2010,26.32575
Somalia,SOM,1940,25.875357
Somalia,SOM,1950,25.688334
Somalia,SOM,1960,25.900814
Somalia,SOM,1970,26.10336
Somalia,SOM,1980,26.26807
Somalia,SOM,1990,26.357193
Somalia,SOM,2000,26.52097
Somalia,SOM,2010,26.707378
South Africa,ZAF,1940,17.134197
South Africa,ZAF,1950,17.192423
South Africa,ZAF,1960,17.214817
South Africa,ZAF,1970,17.121223
South Africa,ZAF,1980,17.594944
South Africa,ZAF,1990,17.636557
South Africa,ZAF,2000,17.780743
South Africa,ZAF,2010,18.252293
South Georgia and the South Sandwich Islands,SGS,1940,-1.548959
South Georgia and the South Sandwich Islands,SGS,1950,-1.3421284
South Georgia and the South Sandwich Islands,SGS,1960,-1.4269315
South Georgia and the South Sandwich Islands,SGS,1970,-1.0726081
South Georgia and the South Sandwich Islands,SGS,1980,-0.83056766
South Georgia and the South Sandwich Islands,SGS,1990,-0.7867262
South Georgia and the South Sandwich Islands,SGS,2000,-0.830785
South Georgia and the South Sandwich Islands,SGS,2010,-0.47851261
South Korea,KOR,1940,10.751062
South Korea,KOR,1950,11.458818
South Korea,KOR,1960,11.565525
South Korea,KOR,1970,11.648875
South Korea,KOR,1980,11.499689
South Korea,KOR,1990,12.21706
South Korea,KOR,2000,12.428922
South Korea,KOR,2010,12.579083
South Sudan,SSD,1940,26.296627
South Sudan,SSD,1950,25.847992
South Sudan,SSD,1960,26.579586
South Sudan,SSD,1970,26.395306
South Sudan,SSD,1980,26.860592
South Sudan,SSD,1990,27.216263
South Sudan,SSD,2000,27.76896
South Sudan,SSD,2010,28.212656
Spain,ESP,1940,13.009776
Spain,ESP,1950,12.872744
Spain,ESP,1960,12.953382
Spain,ESP,1970,12.704945
Spain,ESP,1980,13.520838
Spain,ESP,1990,13.9086075
Spain,ESP,2000,14.151677
Spain,ESP,2010,14.421887
Sri Lanka,LKA,1940,25.467712
Sri Lanka,LKA,1950,25.91189
Sri Lanka,LKA,1960,25.761038
Sri Lanka,LKA,1970,26.158594
Sri Lanka,LKA,1980,26.435108
Sri Lanka,LKA,1990,26.475525
Sri Lanka,LKA,2000,26.52503
Sri Lanka,LKA,2010,26.690546
Sudan,SDN,1940,25.201748
Sudan,SDN,1950,25.721836
Sudan,SDN,1960,26.193146
Sudan,SDN,1970,26.131649
Sudan,SDN,1980,26.342001
Sudan,SDN,1990,26.725195
Sudan,SDN,2000,27.23411
Sudan,SDN,2010,27.596577
Suriname,SUR,1940,25.17956
Suriname,SUR,1950,25.18871
Suriname,SUR,1960,25.374475
Suriname,SUR,1970,25.070305
Suriname,SUR,1980,25.53519
Suriname,SUR,1990,25.88771
Suriname,SUR,2000,25.82454
Suriname,SUR,2010,26.062351
Sweden,SWE,1940,2.5515404
Sweden,SWE,1950,2.7765899
Sweden,SWE,1960,2.2478752
Sweden,SWE,1970,2.8259342
Sweden,SWE,1980,2.686903
Sweden,SWE,1990,3.4481506
Sweden,SWE,2000,3.9423256
Sweden,SWE,2010,3.883588
Switzerland,CHE,1940,3.8481643
Switzerland,CHE,1950,4.2887444
Switzerland,CHE,1960,4.1735125
Switzerland,CHE,1970,4.2294784
Switzerland,CHE,1980,4.487241
Switzerland,CHE,1990,5.080374
Switzerland,CHE,2000,5.5545278
Switzerland,CHE,2010,5.967601
Syria,SYR,1940,17.898996
Syria,SYR,1950,18.12255
Syria,SYR,1960,18.148376
Syria,SYR,1970,17.773268
Syria,SYR,1980,17.766119
Syria,SYR,1990,18.269377
Syria,SYR,2000,18.796778
Syria,SYR,2010,19.668468
Tajikistan,TJK,1940,-0.40622872
Tajikistan,TJK,1950,-0.90737265
Tajikistan,TJK,1960,-1.0481408
Tajikistan,TJK,1970,-0.7124941
Tajikistan,TJK,1980,-0.5820662
Tajikistan,TJK,1990,-0.49532166
Tajikistan,TJK,2000,-0.07373153
Tajikistan,TJK,2010,0.33515888
Tanzania,TZA,1940,22.157246
Tanzania,TZA,1950,21.814241
Tanzania,TZA,1960,21.888369
Tanzania,TZA,1970,21.969608
Tanzania,TZA,1980,22.235544
Tanzania,TZA,1990,22.532085
Tanzania,TZA,2000,22.740385
Tanzania,TZA,2010,23.067514
Thailand,THA,1940,24.953022
Thailand,THA,1950,25.305952
Thailand,THA,1960,25.489817
Thailand,THA,1970,25.595652
Thailand,THA,1980,25.947912
Thailand,THA,1990,26.173288
Thailand,THA,2000,26.277964
Thailand,THA,2010,26.588795
Togo,TGO,1940,25.82272
Togo,TGO,1950,25.701242
Togo,TGO,1960,25.970387
Togo,TGO,1970,26.082159
Togo,TGO,1980,26.642773
Togo,TGO,1990,26.61886
Togo,TGO,2000,26.852474
Togo,TGO,2010,27.226206
Trinidad and Tobago,TTO,1940,25.349056
Trinidad and Tobago,TTO,1950,25.45655
Trinidad and Tobago,TTO,1960,25.66164
Trinidad and Tobago,TTO,1970,25.560545
Trinidad and Tobago,TTO,1980,25.66008
Trinidad and Tobago,TTO,1990,25.93295
Trinidad and Tobago,TTO,2000,26.16338
Trinidad and Tobago,TTO,2010,26.416134
Tunisia,TUN,1940,18.447992
Tunisia,TUN,1950,18.47417
Tunisia,TUN,1960,18.78815
Tunisia,TUN,1970,18.69656
Tunisia,TUN,1980,19.460957
Tunisia,TUN,1990,19.816153
Tunisia,TUN,2000,20.363008
Tunisia,TUN,2010,20.532343
Turkey,TUR,1940,9.880781
Turkey,TUR,1950,10.693027
Turkey,TUR,1960,11.041638
Turkey,TUR,1970,10.780351
Turkey,TUR,1980,10.689692
Turkey,TUR,1990,10.959923
Turkey,TUR,2000,11.530312
Turkey,TUR,2010,12.2311535
Turkmenistan,TKM,1940,16.603367
Turkmenistan,TKM,1950,15.319364
Turkmenistan,TKM,1960,15.638918
Turkmenistan,TKM,1970,15.547244
Turkmenistan,TKM,1980,15.859322
Turkmenistan,TKM,1990,16.082685
Turkmenistan,TKM,2000,16.806295
Turkmenistan,TKM,2010,16.969461
Uganda,UGA,1940,22.042997
Uganda,UGA,1950,21.65172
Uganda,UGA,1960,21.848598
Uganda,UGA,1970,22.077885
Uganda,UGA,1980,22.536905
Uganda,UGA,1990,22.832478
Uganda,UGA,2000,23.088545
Uganda,UGA,2010,23.381954
Ukraine,UKR,1940,7.716919
Ukraine,UKR,1950,7.754369
Ukraine,UKR,1960,8.00754
Ukraine,UKR,1970,8.027186
Ukraine,UKR,1980,7.8890853
Ukraine,UKR,1990,8.4441185
Ukraine,UKR,2000,9.193344
Ukraine,UKR,2010,9.7672825
United Arab Emirates,ARE,1940,26.806469
United Arab Emirates,ARE,1950,26.850458
United Arab Emirates,ARE,1960,26.685802
United Arab Emirates,ARE,1970,26.722546
United Arab Emirates,ARE,1980,27.064886
United Arab Emirates,ARE,1990,27.338507
United Arab Emirates,ARE,2000,28.097706
United Arab Emirates,ARE,2010,28.547806
United Kingdom,GBR,1940,8.699225
United Kingdom,GBR,1950,8.551125
United Kingdom,GBR,1960,8.237511
United Kingdom,GBR,1970,8.665815
United Kingdom,GBR,1980,8.727484
United Kingdom,GBR,1990,9.233701
United Kingdom,GBR,2000,9.576322
United Kingdom,GBR,2010,9.439036
United States,USA,1940,8.207853
United States,USA,1950,8.766328
United States,USA,1960,8.534591
United States,USA,1970,8.569834
United States,USA,1980,8.983757
United States,USA,1990,9.185129
United States,USA,2000,9.545973
United States,USA,2010,9.964525
United States Virgin Islands,VIR,1940,25.96665
United States Virgin Islands,VIR,1950,25.977528
United States Virgin Islands,VIR,1960,26.10114
United States Virgin Islands,VIR,1970,25.845282
United States Virgin Islands,VIR,1980,26.054462
United States Virgin Islands,VIR,1990,26.215183
United States Virgin Islands,VIR,2000,26.327148
United States Virgin Islands,VIR,2010,26.461557
Uruguay,URY,1940,17.628977
Uruguay,URY,1950,17.163658
Uruguay,URY,1960,16.996965
Uruguay,URY,1970,17.09995
Uruguay,URY,1980,17.390425
Uruguay,URY,1990,17.250092
Uruguay,URY,2000,17.535852
Uruguay,URY,2010,17.705887
Uzbekistan,UZB,1940,13.39612
Uzbekistan,UZB,1950,12.105181
Uzbekistan,UZB,1960,12.518062
Uzbekistan,UZB,1970,12.432285
Uzbekistan,UZB,1980,12.706583
Uzbekistan,UZB,1990,12.845131
Uzbekistan,UZB,2000,13.6375
Uzbekistan,UZB,2010,13.756635
Vanuatu,VUT,1940,24.474821
Vanuatu,VUT,1950,24.75952
Vanuatu,VUT,1960,24.56477
Vanuatu,VUT,1970,24.685268
Vanuatu,VUT,1980,24.692837
Vanuatu,VUT,1990,24.744976
Vanuatu,VUT,2000,24.942957
Vanuatu,VUT,2010,25.077847
Venezuela,VEN,1940,24.194641
Venezuela,VEN,1950,24.525087
Venezuela,VEN,1960,25.022907
Venezuela,VEN,1970,24.647284
Venezuela,VEN,1980,24.935835
Venezuela,VEN,1990,25.072292
Venezuela,VEN,2000,25.416279
Venezuela,VEN,2010,25.803003
Vietnam,VNM,1940,22.648418
Vietnam,VNM,1950,23.173199
Vietnam,VNM,1960,23.130451
Vietnam,VNM,1970,23.198221
Vietnam,VNM,1980,23.436855
Vietnam,VNM,1990,23.646824
Vietnam,VNM,2000,23.787033
Vietnam,VNM,2010,24.180326
World,OWID_WRL,1940,13.707591
World,OWID_WRL,1950,13.698423
World,OWID_WRL,1960,13.743967
World,OWID_WRL,1970,13.746071
World,OWID_WRL,1980,14.009648
World,OWID_WRL,1990,14.142331
World,OWID_WRL,2000,14.340719
World,OWID_WRL,2010,14.574834
Yemen,YEM,1940,23.89266
Yemen,YEM,1950,23.873648
Yemen,YEM,1960,24.26391
Yemen,YEM,1970,24.254295
Yemen,YEM,1980,24.948318
Yemen,YEM,1990,25.47529
Yemen,YEM,2000,25.781733
Yemen,YEM,2010,25.984243
Zambia,ZMB,1940,21.44511
Zambia,ZMB,1950,21.266779
Zambia,ZMB,1960,21.28378
Zambia,ZMB,1970,21.177599
Zambia,ZMB,1980,21.617674
Zambia,ZMB,1990,22.01318
Zambia,ZMB,2000,21.852299
Zambia,ZMB,2010,22.203661
Zimbabwe,ZWE,1940,20.781338
Zimbabwe,ZWE,1950,20.797039
Zimbabwe,ZWE,1960,20.811798
Zimbabwe,ZWE,1970,20.571964
Zimbabwe,ZWE,1980,21.108477
Zimbabwe,ZWE,1990,21.477451
Zimbabwe,ZWE,2000,21.341034
Zimbabwe,ZWE,2010,21.82304